Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2023-01-01 00:00:00,France,France,FR,53.23,75.64,88.88,28.11,Electricity Maps Estimation; opendata.reseaux-energies.fr
2023-02-01 00:00:00,France,France,FR,64.94,90.68,86.06,21.27,opendata.reseaux-energies.fr
2023-03-01 00:00:00,France,France,FR,52.17,76.10,88.89,29.99,opendata.reseaux-energies.fr
2023-04-01 00:00:00,France,France,FR,27.95,46.39,93.93,29.44,opendata.reseaux-energies.fr
2023-05-01 00:00:00,France,France,FR,16.18,31.95,96.40,31.19,opendata.reseaux-energies.fr
2023-06-01 00:00:00,France,France,FR,24.11,42.24,94.41,31.35,opendata.reseaux-energies.fr
2023-07-01 00:00:00,France,France,FR,24.48,42.93,94.28,29.28,opendata.reseaux-energies.fr
2023-08-01 00:00:00,France,France,FR,24.34,42.42,94.50,27.49,opendata.reseaux-energies.fr
2023-09-01 00:00:00,France,France,FR,17.96,33.68,95.91,23.49,opendata.reseaux-energies.fr
2023-10-01 00:00:00,France,France,FR,17.01,31.96,96.17,25.69,Electricity Maps Estimation; opendata.reseaux-energies.fr
2023-11-01 00:00:00,France,France,FR,30.05,47.98,93.10,31.66,opendata.reseaux-energies.fr
2023-12-01 00:00:00,France,France,FR,29.56,46.76,93.18,30.31,entsoe.eu; opendata.reseaux-energies.fr
